rank,signature_id,input_value,borrow_ratio,repay_ratio,replay_cycles,liquidity_offset,borrow_offset,supplied_capital,shares_received,borrowed_capital,debt_shares_minted,repaid_capital,debt_shares_burned,withdrawn_capital,phantom_debt_shares,phantom_debt_value,final_output,delta,loss_ratio_ppm,accumulated_delta,accumulated_phantom_debt_shares,accumulated_phantom_debt_value,accumulated_loss_ratio_ppm,confirmation_status
59,1,100000000,99/100,1/100,100,0,0,100000000,100000000,99000000,99000000,990000,990000,100000000,98010000,98010000,1990000,-98010000,980100,-9801000000,9801000000,9801000000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
60,1,100000000,99/100,1/100,25,0,0,100000000,100000000,99000000,99000000,990000,990000,100000000,98010000,98010000,1990000,-98010000,980100,-2450250000,2450250000,2450250000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
61,1,100000000,99/100,1/100,10,0,0,100000000,100000000,99000000,99000000,990000,990000,100000000,98010000,98010000,1990000,-98010000,980100,-980100000,980100000,980100000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
62,1,100000000,99/100,1/100,5,0,0,100000000,100000000,99000000,99000000,990000,990000,100000000,98010000,98010000,1990000,-98010000,980100,-490050000,490050000,490050000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
63,1,100000000,99/100,1/100,2,0,0,100000000,100000000,99000000,99000000,990000,990000,100000000,98010000,98010000,1990000,-98010000,980100,-196020000,196020000,196020000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
64,1,100000000,99/100,1/100,1,0,0,100000000,100000000,99000000,99000000,990000,990000,100000000,98010000,98010000,1990000,-98010000,980100,-98010000,98010000,98010000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
65,2,100000000,19/20,1/100,10000,1,1,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-940500030000,940500010000,940500020000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
66,2,100000000,19/20,1/100,10000,73,183,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-940500030000,940500010000,940500020000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
67,2,100000000,19/20,1/100,10000,191,174,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-940500030000,940500010000,940500020000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
68,2,100000000,19/20,1/100,10000,242,374,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-940500030000,940500010000,940500020000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
69,2,100000000,19/20,1/100,10000,411,372,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-940500030000,940500010000,940500020000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
70,2,100000000,19/20,1/100,10000,478,397,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-940500030000,940500010000,940500020000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
71,2,100000000,19/20,1/100,10000,8191,8191,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-940500030000,940500010000,940500020000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
72,3,100000000,99/100,1/20,10000,1,1,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-940500030000,940500010000,940500020000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
73,3,100000000,99/100,1/20,10000,73,183,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-940500030000,940500010000,940500020000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
74,3,100000000,99/100,1/20,10000,191,174,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-940500030000,940500010000,940500020000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
75,3,100000000,99/100,1/20,10000,242,374,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-940500030000,940500010000,940500020000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
76,3,100000000,99/100,1/20,10000,411,372,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-940500030000,940500010000,940500020000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
77,3,100000000,99/100,1/20,10000,478,397,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-940500030000,940500010000,940500020000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
78,3,100000000,99/100,1/20,10000,8191,8191,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-940500030000,940500010000,940500020000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
79,2,100000000,19/20,1/100,1000,1,1,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003000,94050001000,94050002000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
80,2,100000000,19/20,1/100,1000,73,183,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003000,94050001000,94050002000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
81,2,100000000,19/20,1/100,1000,191,174,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003000,94050001000,94050002000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
82,2,100000000,19/20,1/100,1000,242,374,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003000,94050001000,94050002000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
83,2,100000000,19/20,1/100,1000,411,372,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003000,94050001000,94050002000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
84,2,100000000,19/20,1/100,1000,478,397,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003000,94050001000,94050002000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
85,2,100000000,19/20,1/100,1000,8191,8191,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003000,94050001000,94050002000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
86,3,100000000,99/100,1/20,1000,1,1,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003000,94050001000,94050002000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
87,3,100000000,99/100,1/20,1000,73,183,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003000,94050001000,94050002000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
88,3,100000000,99/100,1/20,1000,191,174,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003000,94050001000,94050002000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
89,3,100000000,99/100,1/20,1000,242,374,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003000,94050001000,94050002000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
90,3,100000000,99/100,1/20,1000,411,372,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003000,94050001000,94050002000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
91,3,100000000,99/100,1/20,1000,478,397,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003000,94050001000,94050002000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
92,3,100000000,99/100,1/20,1000,8191,8191,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-94050003000,94050001000,94050002000,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
93,2,100000000,19/20,1/100,100,1,1,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-9405000300,9405000100,9405000200,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
94,2,100000000,19/20,1/100,100,73,183,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-9405000300,9405000100,9405000200,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
95,2,100000000,19/20,1/100,100,191,174,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-9405000300,9405000100,9405000200,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
96,2,100000000,19/20,1/100,100,242,374,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-9405000300,9405000100,9405000200,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
97,2,100000000,19/20,1/100,100,411,372,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-9405000300,9405000100,9405000200,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
98,2,100000000,19/20,1/100,100,478,397,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-9405000300,9405000100,9405000200,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
99,2,100000000,19/20,1/100,100,8191,8191,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-9405000300,9405000100,9405000200,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
100,3,100000000,99/100,1/20,100,1,1,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-9405000300,9405000100,9405000200,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
101,3,100000000,99/100,1/20,100,73,183,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-9405000300,9405000100,9405000200,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
102,3,100000000,99/100,1/20,100,191,174,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-9405000300,9405000100,9405000200,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
103,3,100000000,99/100,1/20,100,242,374,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-9405000300,9405000100,9405000200,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
104,3,100000000,99/100,1/20,100,411,372,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-9405000300,9405000100,9405000200,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
105,3,100000000,99/100,1/20,100,478,397,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-9405000300,9405000100,9405000200,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
106,3,100000000,99/100,1/20,100,8191,8191,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-9405000300,9405000100,9405000200,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
107,2,100000000,19/20,1/100,25,1,1,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-2351250075,2351250025,2351250050,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
108,2,100000000,19/20,1/100,25,73,183,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-2351250075,2351250025,2351250050,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
109,2,100000000,19/20,1/100,25,191,174,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-2351250075,2351250025,2351250050,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
110,2,100000000,19/20,1/100,25,242,374,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-2351250075,2351250025,2351250050,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
111,2,100000000,19/20,1/100,25,411,372,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-2351250075,2351250025,2351250050,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
112,2,100000000,19/20,1/100,25,478,397,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-2351250075,2351250025,2351250050,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
113,2,100000000,19/20,1/100,25,8191,8191,100000000,99999999,95000000,95000000,950000,949999,99999999,94050001,94050002,5949997,-94050003,940500,-2351250075,2351250025,2351250050,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
114,3,100000000,99/100,1/20,25,1,1,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-2351250075,2351250025,2351250050,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
115,3,100000000,99/100,1/20,25,73,183,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-2351250075,2351250025,2351250050,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
116,3,100000000,99/100,1/20,25,191,174,100000000,99999999,99000000,99000000,4950000,4949999,99999999,94050001,94050002,5949997,-94050003,940500,-2351250075,2351250025,2351250050,940500,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
