rank,signature_id,input_value,borrow_ratio,repay_ratio,replay_cycles,liquidity_offset,borrow_offset,supplied_capital,shares_received,borrowed_capital,debt_shares_minted,repaid_capital,debt_shares_burned,withdrawn_capital,phantom_debt_shares,phantom_debt_value,final_output,delta,loss_ratio_ppm,accumulated_delta,accumulated_phantom_debt_shares,accumulated_phantom_debt_value,accumulated_loss_ratio_ppm,confirmation_status
1,1,100000000,99/100,1/100,10000,1,1,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-980100030000,980100010000,980100020000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
2,1,100000000,99/100,1/100,10000,73,183,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-980100030000,980100010000,980100020000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
3,1,100000000,99/100,1/100,10000,191,174,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-980100030000,980100010000,980100020000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
4,1,100000000,99/100,1/100,10000,242,374,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-980100030000,980100010000,980100020000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
5,1,100000000,99/100,1/100,10000,411,372,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-980100030000,980100010000,980100020000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
6,1,100000000,99/100,1/100,10000,478,397,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-980100030000,980100010000,980100020000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
7,1,100000000,99/100,1/100,10000,8191,8191,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-980100030000,980100010000,980100020000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
8,1,100000000,99/100,1/100,1000,1,1,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-98010003000,98010001000,98010002000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
9,1,100000000,99/100,1/100,1000,73,183,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-98010003000,98010001000,98010002000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
10,1,100000000,99/100,1/100,1000,191,174,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-98010003000,98010001000,98010002000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
11,1,100000000,99/100,1/100,1000,242,374,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-98010003000,98010001000,98010002000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
12,1,100000000,99/100,1/100,1000,411,372,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-98010003000,98010001000,98010002000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
13,1,100000000,99/100,1/100,1000,478,397,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-98010003000,98010001000,98010002000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
14,1,100000000,99/100,1/100,1000,8191,8191,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-98010003000,98010001000,98010002000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
15,1,100000000,99/100,1/100,100,1,1,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-9801000300,9801000100,9801000200,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
16,1,100000000,99/100,1/100,100,73,183,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-9801000300,9801000100,9801000200,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
17,1,100000000,99/100,1/100,100,191,174,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-9801000300,9801000100,9801000200,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
18,1,100000000,99/100,1/100,100,242,374,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-9801000300,9801000100,9801000200,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
19,1,100000000,99/100,1/100,100,411,372,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-9801000300,9801000100,9801000200,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
20,1,100000000,99/100,1/100,100,478,397,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-9801000300,9801000100,9801000200,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
21,1,100000000,99/100,1/100,100,8191,8191,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-9801000300,9801000100,9801000200,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
22,1,100000000,99/100,1/100,25,1,1,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-2450250075,2450250025,2450250050,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
23,1,100000000,99/100,1/100,25,73,183,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-2450250075,2450250025,2450250050,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
24,1,100000000,99/100,1/100,25,191,174,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-2450250075,2450250025,2450250050,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
25,1,100000000,99/100,1/100,25,242,374,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-2450250075,2450250025,2450250050,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
26,1,100000000,99/100,1/100,25,411,372,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-2450250075,2450250025,2450250050,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
27,1,100000000,99/100,1/100,25,478,397,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-2450250075,2450250025,2450250050,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
28,1,100000000,99/100,1/100,25,8191,8191,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-2450250075,2450250025,2450250050,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
29,1,100000000,99/100,1/100,10,1,1,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-980100030,980100010,980100020,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
30,1,100000000,99/100,1/100,10,73,183,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-980100030,980100010,980100020,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
31,1,100000000,99/100,1/100,10,191,174,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-980100030,980100010,980100020,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
32,1,100000000,99/100,1/100,10,242,374,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-980100030,980100010,980100020,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
33,1,100000000,99/100,1/100,10,411,372,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-980100030,980100010,980100020,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
34,1,100000000,99/100,1/100,10,478,397,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-980100030,980100010,980100020,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
35,1,100000000,99/100,1/100,10,8191,8191,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-980100030,980100010,980100020,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
36,1,100000000,99/100,1/100,5,1,1,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-490050015,490050005,490050010,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
37,1,100000000,99/100,1/100,5,73,183,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-490050015,490050005,490050010,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
38,1,100000000,99/100,1/100,5,191,174,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-490050015,490050005,490050010,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
39,1,100000000,99/100,1/100,5,242,374,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-490050015,490050005,490050010,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
40,1,100000000,99/100,1/100,5,411,372,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-490050015,490050005,490050010,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
41,1,100000000,99/100,1/100,5,478,397,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-490050015,490050005,490050010,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
42,1,100000000,99/100,1/100,5,8191,8191,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-490050015,490050005,490050010,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
43,1,100000000,99/100,1/100,2,1,1,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-196020006,196020002,196020004,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
44,1,100000000,99/100,1/100,2,73,183,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-196020006,196020002,196020004,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
45,1,100000000,99/100,1/100,2,191,174,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-196020006,196020002,196020004,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
46,1,100000000,99/100,1/100,2,242,374,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-196020006,196020002,196020004,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
47,1,100000000,99/100,1/100,2,411,372,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-196020006,196020002,196020004,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
48,1,100000000,99/100,1/100,2,478,397,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-196020006,196020002,196020004,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
49,1,100000000,99/100,1/100,2,8191,8191,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-196020006,196020002,196020004,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
50,1,100000000,99/100,1/100,1,1,1,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-98010003,98010001,98010002,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
51,1,100000000,99/100,1/100,1,73,183,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-98010003,98010001,98010002,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
52,1,100000000,99/100,1/100,1,191,174,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-98010003,98010001,98010002,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
53,1,100000000,99/100,1/100,1,242,374,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-98010003,98010001,98010002,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
54,1,100000000,99/100,1/100,1,411,372,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-98010003,98010001,98010002,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
55,1,100000000,99/100,1/100,1,478,397,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-98010003,98010001,98010002,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
56,1,100000000,99/100,1/100,1,8191,8191,100000000,99999999,99000000,99000000,990000,989999,99999999,98010001,98010002,1989997,-98010003,980100,-98010003,98010001,98010002,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
57,1,100000000,99/100,1/100,10000,0,0,100000000,100000000,99000000,99000000,990000,990000,100000000,98010000,98010000,1990000,-98010000,980100,-980100000000,980100000000,980100000000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
58,1,100000000,99/100,1/100,1000,0,0,100000000,100000000,99000000,99000000,990000,990000,100000000,98010000,98010000,1990000,-98010000,980100,-98010000000,98010000000,98010000000,980100,CONFIRMED_DELTA;CONFIRMED_PHANTOM_DEBT_SHARES;CONFIRMED_PHANTOM_DEBT_VALUE;CONFIRMED_MINTED_EXCEEDS_BURNED;CONFIRMED_OVER_50_PERCENT_LOSS_MODEL;CONFIRMED_OVER_90_PERCENT_LOSS_MODEL
